company_id,employee_count,follower_count
590130,412,23462
14629065,68,10421
248184,748,108512
2734,74236,2060447
946733,37,4101
10995060,126,21650
62381783,15,105
200685,191,10635
14336,2623,38434
16162070,85,217
3618762,91,3255
35516710,350,1696
413796,126,118152
91334459,6,103
347685,1328,16229
280561,779,3127
1135366,583,5837
40894,2045,246809
3163363,150,5556
18613449,568,9223
6405924,20,13353
251970,309,4065
34748771,1,52
670231,8,25
5038190,38,822
2297840,624,71183
10126963,364,363935
68889,5157,270766
35657035,20,196
162999,3176,36292
911430,879,22767
11861673,45,157
96344069,2,40
15183489,333,57044
76665811,15,592
33238399,8,555
8602,9611,285297
2531104,238,115446
3725929,76,1503
70915780,58,319124
3626487,56,30208
5236573,80,12690
948229,36,8812
37207749,1734,11334
1611410,239,4762
10794395,1,6169
89581254,22,22932
2049094,84,20719
698935,66,5963
66939019,5,372
1907823,296,9922
64738928,1419,193814
71049308,5124,40623
60836398,5,69
10653666,34,5597
30116,678,13046
10853673,115,35725
25371,4932,35986
52129901,19,5900
25066691,129,29286
201351,10987,571493
77153,349,4763
15919280,63,800
2420612,180,5745
107021,280,56821
13333,314,62903
4725,44529,1312371
1036445,85,2619
64997233,11,525
243711,245,221386
675578,26,187
53971,6140,58262
35495086,88,32149
61400,532,10496
35475885,118,71949
2985733,831,336570
3283052,6884,135934
3079692,26,433
71015526,87,2763
63086,578,73769
18715975,27,586
13643656,49,4795
2890366,1324,5011
71070208,167,6092
75581097,153,75489
3789,55806,1297457
82315512,1,16
7600286,9,1100
956827,7,7515
4060,40637,1128123
16090980,10,74
28863552,14,695
1955819,750,11870
8367,765,26385
310015,528,106027
1975865,107,37212
11021041,154,2795
10577525,57,5869
6379951,37,95424
2944478,254,17643
2763211,319,6853
1676298,38,2585
91417994,19,19
232394,76,88192
28178724,4,136
1939425,80,1357
14699670,926,122230
2952162,94,1489
92229,22,8125
24999265,106,3280
5275,24323,565003
31346550,127,31107
3887035,122,10474
74906914,47,44081
50215,6858,291444
27207386,21,51221
4828495,721,41847
10309372,71,59236
2670623,14,1834
3123217,128,180630
3860052,2,41
27152943,21,803
620532,408,5170
87599,322,18917
80474367,2,713
55546,222,5261
3714038,67,3332
107265,277,1248
16198955,297,4152
40760236,0,4
37914,1643,62739
2691463,340,104766
20468,432,24571
2532635,127,91443
2721914,1163,47201
18622011,68,18666
731128,271,157781
52119,32,25243
1379054,124,1025
3598625,299,10192
16388,3023,436269
1805509,313,14525
15231695,18,3261
1903333,50,1666
3817445,74,412
8047188,77,18583
809218,1322,12549
162528,3146,224765
11294318,2,2642
1267359,534,3335
70461533,4,6644
206415,380,1688
2842,18705,364115
9211944,70,30786
1613038,59,71217
2344502,382,23110
9070,10100,108772
80137739,14,6335
3304338,59,511
15405878,10,47
166572,27561,411576
19076380,27,27285
9667,4573,35306
9999119,87,6281
22803,2749,56323
53438162,7,639
4023852,42,5674
797698,117,2897
9201883,152,58590
4030966,167,4634
24642,140,9275
79816265,128,25221
1230582,225,3830
27283627,69,3665
18421460,11,101
10891993,24,116
10140364,36,46709
6186466,2441,14950
6645155,28,338
1582517,46,7139
2713586,875,86880
71138158,74,8160
450323,80,142272
1779663,37,4790
156075,489,4470
3043632,67,1284
83485822,10,16882
12904366,18,2106
3045437,916,100418
2397781,40,593
93306581,16,548
452426,1552,21706
86813252,96901,3348128
164708,2936,178450
565927,470,10067
2307,9644,1414897
375293,113,45667
465010,28,1122
85691,141,2732
14651,529,176767
2819,3384,264487
531400,56,1053
25071399,14,248
462487,53,1874
1396879,431,4976
1410451,213,42734
1759010,97,43036
18097379,837,24466
67183490,19,2874
1984030,222,23349
66436,340,30013
3825965,311,23416
340377,65,1747
14562893,3002,294516
1373,52371,947461
146782,121,101475
79011799,26,31152
10612451,37,13192
224006,6039,1475414
1756,234109,5294206
13275448,166,7844
2393241,35,35522
254975,280,3209
24775193,109,6990
89143472,2,4
13271269,77,11691
80976980,39,16249
5214874,11,168
2214751,51,2307
11506900,617,26688
25715,1283,25600
19902,77,18668
10287094,9,1070
16124699,7,249
10592265,188,1982
18802934,47,6236
388480,1235,118555
79140061,15,985
13268908,1837,388268
3956151,11,205
12158,224,58505
3543707,66,799
50861,607,99285
164376,6541,304819
23381991,5,41
65447738,13,1265
74907162,99,91
19114904,49,3610
63757,494,5936
53388446,398,3520
60577,82,7697
69126564,4,981
5973,5584,188277
3797960,159,22961
2781211,32,115
648141,334,11044
3607929,450,36999
923923,84,122219
14377562,857,120799
90443935,1,217
15716973,48,495
18045394,103,30867
31069139,78,11806
28125525,18,401
11187415,28,17362
16114128,3,186
80041434,6,506
1766119,15,1688
3741,16494,1390143
14030408,6,4894
49025,514,19272
79474163,9,83
334661,33,1942
2794879,55,11684
1194847,383,1519
2468875,220,43983
69234316,6055,65679
521122,543,193272
1763822,18,18
35513424,173,487306
42763316,2,523
26792,745,35821
97696,20,537
1486134,797,10067
8211,68212,246149
6627430,15,320
3711385,228,3344
84813880,19,1103
19520,2598,184366
670462,280,33089
10500736,25,122
11301702,36,1882
20167,809,20889
34704,5413,27171
19540,11563,42180
218019,1182,6697
15283,14233,140328
5968,2963,41372
4235104,639,13105
5061855,392,1734
43577,319,27124
828170,135,69746
1003064,59,50133
7655,8537,159103
508963,4663,75106
10089202,403,12107
2910116,323,2161
35135,180,75503
2646,414726,4496677
30238039,9,13502
12770,30894,952694
157237,12746,364714
20489,550,17484
15630448,18,173
18861876,126,3951
564726,348,8917
2560251,38,258
14631354,305,40970
1042451,265,1793
3559874,7,9737
166551,32783,285641
27219414,54,602
18425303,84186,265192
784586,67,1504
3334,14310,197616
65384923,6,21810
240179,1727,10464
34434,402,12502
77499,76,5422
35471087,251,4896
82426239,15,723
2913934,27,1920
138165,145,1802
76507853,115,16447
77158779,26,16676
6453451,2,5589
1557324,584,18048
23711468,21,104
7119929,100,783
2922575,494,53379
5946486,39,1263
10592585,99,111160
146857,68,931
17986422,74,300
6615723,342,26484
2188226,97,4430
11150218,227,14899
71558134,4,7737
90458394,0,35
14628022,361,21417
2269862,63,35227
89705972,4,101
44295,219,76140
157312,8782,339427
76947396,17,6886
4836891,7,187
674355,896,18413
1375518,72,2709
91453518,0,21
147091,170,24075
33457223,226,3355
260295,289,154531
29012947,10633,1436882
2855441,585,6117
96355635,0,2
2539226,598,5983
166583,5804,84806
47475,169,57107
64853982,17,1491
58289,313,7874
496899,424,18526
923162,104,70040
18953334,2,36
1344410,369,23909
44095,64,17390
26781,4926,108474
2727542,57,596
928232,162,12286
11692984,164,87105
58357,90,33150
18167344,95,16169
17877112,235,8265
3678,18780,174891
7791736,171,46056
96153135,0,14
146155,246,5415
10407976,107,101392
81495477,13,848
8967,5536,116942
2747538,443,7581
137699,10,1814
143338,52,5304
223659,212,24598
19073712,10,231
1127732,222,42951
107676,348,12224
310140,2820,50615
4828770,79,1058
64863800,113,31527
81886402,1690,31048
10583513,104,72942
24791870,34,2687
15248569,15339,488157
2279709,65,749
211135,68,3951
37697,865,8172
65613712,18,1493
2275518,49,10241
12618960,59,61469
59226,1557,68003
2739771,54,885
89555972,1,717
3560604,53,4877
1633103,134,36525
18976498,143,6819
96157285,5,65
10412396,216,10183
13229222,58,15640
80562303,4,92
108488,902,8397
1262,65967,2108791
93198658,3,2371
2615606,42,646
42404250,3,263
28053,13640,51153
80298786,14,291
593020,172,33763
19161365,22,1019
4363181,10,52
39930,107,38959
166264,506,56941
8847,3232,6576
1359624,1200,46953
1958316,525,131371
23554,2322,16382
2645,3773,94485
10797668,1803,30300
1550138,4816,260390
36122695,947,34425
164459,531,4074
36179045,4,61
67155308,8079,33580
2058906,1034,156085
75665756,54,8467
79793496,6,758
1264,3542,130902
165697,9852,319488
3556,14157,537086
32727,1004,22003
612636,1617,11121
9765,4221,40328
19534,1092,70614
1247220,529,77334
3730982,30,7827
30490,1358,19730
3612137,715,6029
9814,950,49617
98517686,0,1
9415689,200,2117
9217002,41,1447
123034,417,7538
89756734,0,25
25012883,692,21498
22026,4321,131419
2474489,64,6223
17560,7267,128469
68791547,7,996
1104359,80708,6681100
14100,138,81514
4097,11847,371984
3966490,22,6158
1742506,463,115983
16200547,18,650
79051283,5,223
1093822,1152,6712
3779159,69,71759
5090924,180,1059
736239,199,1095
82293919,5,89
7600398,129,17398
86612946,11,317
92939779,6,150
1561600,22,1167
34552,805,10565
9296626,5,559
105046,28,1831
72015472,27,5359
64255553,57,2029
26485848,83,11451
10252405,54,888
628427,201,3322
56502,492,12516
10589520,154,7274
2930550,84,7010
95764072,0,23
79500056,98,50234
14373260,34,6204
3117,4706,306676
32336,177,18142
1846629,304,6013
3789747,182,53234
18730955,486,96079
18280200,3424,68800
10545600,82,65120
7175,1464,73490
13242175,413,107980
5007,8931,70501
359901,716,24023
89902925,9,649
2934678,272,88273
167027,4869,145162
74063,250,11523
49167855,100,4985
917557,1314,48855
1585669,72,3969
464772,18,1503
98383042,2,20
467038,205,18118
89684460,18,543
18553707,340,7476
27186573,17,37409
2445,34885,333877
16192,2840,11857
247429,24,7988
101320,141,24604
3477320,60,23217
1300885,146,8663
5323150,11,31442
24299,6966,203915
19266171,33,22380
28865383,5,89
18005595,60,7030
56581630,221,2131
76254160,76,2511
1877098,14,13483
10267289,13,12684
11354230,613,50236
2348603,114,12131
24546,62,5989
3507955,40,577
20415,1567,39904
18214,589,91795
13331595,580,125807
550472,33,251
2762306,6,1521
6591488,332,11277
1267571,118,1085
2779571,34,940
365785,279,18990
294125,443,30753
2158596,77,11499
18581793,13,1074
37557576,8,36595
10213494,3914,250571
2010945,51,6387
28354,2636,11270
2502526,75,3576
1410268,54,1213
67898464,1529,43465
33266486,3,109
11208030,17,14613
59929990,4,26
2432001,264,2190
80684099,18,2574
131643,197,1540
2936694,10614,376611
316458,171,187696
34902814,27225,99831
35628203,46,5271
4096566,23,484
5121,40876,344004
40910,640,24420
23067,1955,57607
64897202,68,628
93709899,0,39
5095714,105,840
14580269,103,48298
94474,1929,84652
563407,283,1976
28923,12235,184140
49151727,359,4340
14796450,42,4441
71630337,279,5644
231042,152,92852
89805638,5,5420
20508964,2,394
337132,450,20817
74578,197,4471
1068467,163,1322
117882,54,12742
15250950,46,1213
7962583,146,7361
69348938,7,390
1683442,327,119526
163414,3727,92546
80717274,13,117
167557,4495,196466
2736308,388,180436
251028,4391,63363
13473849,151,10980
5347434,91,4045
96654609,0,0
3885443,19,1252
69630806,5,429
15221948,31,21268
5508849,7,155
2652,7815,42506
18064207,25,309
29848,501,34079
488281,638,303357
2612230,3,912
33002793,14,34
2491385,135,3543
4004283,24,98
96334137,1,2
154960,546,5938
963615,362,6457
1051720,259,6035
75856748,27,4612
8258,1397,19586
966339,337,9406
5018413,54,2462
233779,110,15393
547691,10,12319
10169823,75,5200
14392959,54,23702
9957,3163,31794
89778349,249,1827
45410,186,6623
4837940,197,34339
35548088,58,39930
6602097,46,5307
2132939,399,4331
48467,114,41214
9428125,178,38771
2849719,476,12821
163784,2141,25645
31863,2299,56423
6459955,4,13091
28836,2677,19982
70462933,18,1000
4102645,130,1983
78073891,11,1488
7962472,9,70
2466485,10,7629
384676,438,32182
79760947,166,25780
66252,437,115136
4828,6087,208281
72550126,5,292
3542182,22,284
1305693,14,535
18578562,12,23209
1409798,347,133266
3997,18837,147859
408636,4303,44848
46970,621,89343
16589,4327,50031
71268819,40,35216
12861,2946,37350
18959240,69,812
67823,488,20926
28147205,114,6810
5264,3255,38925
74713745,567,8386
89834148,21,168
991068,128,7588
321400,392,5336
1938443,65,1427
74081323,18,30213
18937515,50,15658
97900285,1,36
91452,32,35445
696485,2926,307554
15230509,76,1566
3269,58880,1487084
307079,603,30542
68174206,32,2259
2983157,239,2244
10594856,126,22436
2932527,9,491
15798900,460,50148
1452948,441,77942
1102416,751,31043
329384,69,3626
2778062,247,2032
69102842,10,1912
64727602,53,4651
1013451,384,3137
725927,362,3818
65487140,1,100
52462678,9,696
10071781,35,36439
740278,4879,65485
18195925,10,448
18472499,52,11108
1614,35410,379184
242230,712,95852
75647,160,1424
9325840,65,21294
18164646,41,25308
12033,1997,110771
1548938,1358,153341
9776895,6,48
70289,804,6341
35545456,278,7221
4810440,8,1006
75483,329,46150
9423452,19,443
115116,951,99584
96610751,6,16
163259,8802,114818
56872445,37,95
352051,203,1307
4898,17468,597360
90432851,4,221
2737970,1136,8768
268974,324,7249
38096675,16,353
27725,1828,35671
70603,70,33947
24996751,23,3876
23789,164799,1339525
5354823,5,5071
15756906,53,370
2520146,38,257
2125658,923,15082
5034,23060,971050
5005549,953,65644
16322,1262,27635
2302703,10,82
91458045,9,78
10479,545,28103
76199326,2,40
571440,54,25351
24987491,273,1422
35676539,181,1885
13071054,5,2728
837188,180,5995
8825493,164,1731
27251427,5,129
1791517,270,3748
15078287,36,17849
1943057,133,8686
9901130,307,52588
366469,25,13660
3802195,10,11134
15236600,23,4583
11174522,11169,267945
77767313,29,133
18878,1367,174737
139301,106,8880
3579155,475,7242
78741693,30,7029
11170816,38,17200
1042230,556,3723
8454,6837,26853
30086,14318,967425
53252,3937,49696
10681428,77,29199
3557,2940,31534
6381495,425,2542
33242739,27534,3326613
150419,345,14165
1329647,115,7817
2697764,111,3462
30898,4420,103867
31537981,22619,527730
8054664,26,270
347466,282,103553
10883,5621,42912
5376471,33,6275
71702072,72,1946
73731,1826,86092
89878074,22,21819
27254190,185,37097
40669199,15032,297186
78762527,4,1887
1358177,81,1282
22338085,1625,23842
2926262,6967,163193
8359,13366,77788
684228,130,1033
366025,17943,57767
3194237,243,1202
96677,246,2448
1579375,268,12778
12007,2274,200164
80959057,8,13
10696913,70940,224201
33287743,1,118
1012623,764,259241
19070722,23,26412
287711,1336,9324
6791218,85,12240
674609,113,6629
362178,1306,74988
315817,15671,98553
3757480,248,15739
6440,17550,416119
28155835,5,372
83695,208,1755
37569306,1857,11482
4545821,664,9815
29639,3179,12292
35574969,51,1370
33177,353,4371
11787613,13252,64347
2076992,59,2512
26432,812,6686
82282320,62,500
5262441,73,54224
6487,33814,252320
1384369,458,16371
18438915,3,17
11112565,85,1377
7409,699,15109
1711692,104,2507
18872895,8,6240
163617,2155,36498
50801,150,15018
50226,1148,41373
2107983,196,5820
54119169,10,382
101576,217,5785
49761,85,59981
17943753,49,1721
2911,88949,170919
1219543,104,9400
217032,76,26361
81967562,19,44
13672385,47,32425
68313053,41929,750160
355678,784,9576
13714336,702,216059
40935027,11,218
664795,27,2255
71733509,50,210
82302944,3591,8713
4822542,125,3046
719323,86,2172
42737578,15,32285
28791,1019,24968
