company_id,employee_count,follower_count
10621846,129,1929
9035196,38,238
98304573,2,167
79604112,17,1135
91127741,0,37
86287371,2,9
80954903,2,3640
783377,35,451
3180574,115,7549
65663774,4,166
18851732,566,12789
18347030,7,713
25370,1164,24573
881304,444,155260
64711438,102,1490
10148940,1321,8370
33011825,3,224
70329,123,2415
18675698,3,173
8619466,118,525
19136120,3,6705
29322289,140,21317
16098582,96,1802
54352854,456,7186
6449,9564,374494
2980915,1475,12722
4752375,42,435
1491880,4,2538
228071,300,14209
1280678,27,1690
89509032,9,87
18255912,468,3396
5482,36315,1148734
3536,6720,500208
37533040,16,523
2344811,29,560
6583007,25,540
449593,37,6830
3356865,56,24151
165381,2661,24718
21273,2633,30484
4023956,280,2459
15613785,5,4
871491,35,2778
11067,1003,272606
12368,768,17362
78795962,4,9
81155650,1,2
6445786,70,1688
1175330,75,4756
683924,27,1454
6842116,1,18
64544065,2,46
19137570,17,53
78283079,2763,11739
3994,49491,846660
60096806,107,378
52945,3244,34837
4290725,40,130
40733486,45,23189
1466837,379,6937
27171329,29,1344
74731877,11,433
53464,427,22275
1241,176633,3504495
17084,660,21703
44375,83,28901
9365938,4972,194156
3350832,88,1258
164775,4144,82546
203204,107,2751
2655319,33,1063
266635,49,227
106707,33,36793
16154929,41,1660
1297779,114,3414
3867218,1,5639
6176,38972,244379
14827133,21,294
68278572,22,592
19115010,2,15
81728179,7,97
58011764,14,128
566121,917,36677
56892147,6,4
98142115,1,1
74711742,1,238
36635,199,1526
74086147,107,562
15239934,130,5364
15669219,68,342
3887031,197,2963
89793107,5,204
15760876,4,86
4099996,66,2198
3540711,50,776
76760809,1,43
90415824,15,235
92390804,685,605
1755661,111,25917
91325017,2,19
510951,8,18866
11273,5150,66868
1007844,23,5608
15628,1402,47817
3165672,7,17737
525424,729,50186
2311,217029,2268356
74793209,9,2544
8781,114,69811
51592480,5,429
910171,73,2640
4031020,7,14
688068,3,236
83346702,7,65
81911397,1,35
3561956,78,7012
64888912,18,8208
1230210,21,678
35681130,76,5451
78865146,7,123
74148478,16,1347
2870989,286,220667
90432970,8,21
23683319,51,425
17947238,7,902
11266312,119,1357
24122,249,7385
95702534,2,136
37454346,2,1460
89568406,4,112
70519239,17,97
2395089,32,430
10474,6647,515005
96261901,2,4209
29308,297,180426
232839,6,107
978382,414,2716
358102,40,4915
3998479,167,32747
18409665,4,92
2692259,140,1011
27002539,107,2456
23773563,4,162
163438,3343,110860
92699700,4,9187
18941872,20,1365
3578241,15,152
211152,7228,69728
2584,28478,653788
42873,1272,44434
1944335,299,10945
633558,3299,211360
65574209,4,227
16195050,2,22
3168240,49,782
1744728,6,33
5247803,44,23729
4007381,328,1388
2972588,3379,12094
1122347,121,1051
2146221,117,971
18723495,47,37410
61256874,2,39
3593313,179,10732
15223010,35,3214
28181877,17,280
18531422,496,721
90449202,24,45
15250145,12,41
82769817,20,194
7883050,159,4806
1242080,1737,15313
16019663,8,40
18907151,6,2469
491378,8497,96621
19196263,14,118
28142040,4,387
15544,5703,214811
75752648,8,13717
281801,12,4454
81219955,24,23
93201681,6,185
97346859,1,1
637937,36,5852
2197447,21,352
43325,755,59892
166512,1277,26588
18555453,68,174
28124918,54,2780
7295562,76,362
26322,154,37992
18583397,75,8125
3665203,11,498
66326452,55,19520
7942528,41,435
4344175,166,2272
1251803,312,3050
704518,63,82
84161917,4,510
81888641,4,34
1963255,2279,52172
826665,48,34790
2619610,9,3293
5887,1104,824279
2661961,8,343
11898860,20,311
9268609,25,1743
10737,4487,68709
68175152,4,343
16233428,309,10912
82082854,15,1050
68672685,3,108
166690,6322,180839
5536521,24,1243
78389749,1,22
122451,633,155445
63304172,1,4
2477,27219,1084097
2340,30782,254550
68154546,15,733
1975748,5,14
68764876,5,439
96658559,0,0
86569814,10,1600
3598087,10,232
2474,14223,102892
23680,880,18684
58931,1331,26225
106584,719,486913
1140750,2437,96146
1057272,1012,15756
9487217,80,1281
81090464,4,4
31644,145,3009
90684726,2,92
53216874,21,134
56628,109,5625
1160854,97,849
3513426,11,18406
57421,225,12294
79998548,9,1514
90641570,2,20
3086374,24,1333
28794941,6,312
568781,426,5109
2923642,35,948
28665387,7,234
18000638,364,9322
111849,70,14084
2724097,25,2183
89973025,21,11989
1609261,89,1078
1397482,62,704
71350,1513,173471
1162496,172,7106
76634625,34,3906
1216721,7517,18972
1240253,13,307
28649897,60,258
3125763,212,7629
13219455,112,6063
54881838,1,0
18024073,9,169
68067020,6,279
3128709,16,4339
4416,17466,215048
6639977,24,3228
77160079,11,519
3089114,263,2724
95757302,8,322
11468014,8,3380
18596401,42,1299
63285379,6,14
784330,99,35597
220205,239,25908
7032,29845,237421
91170174,2,488
1882926,30,5031
85656518,2,506
35523439,2,8
80036929,2,8
1536514,416,4874
18422393,165,1615
4514431,14,61
85824441,2,271
1517824,17,3100
82515398,3,35
56766,886,5798
3407,57178,190928
2132727,8,27
10047989,6371,109443
63484613,28,14
931682,16,878
3176132,82,3674
3807582,68,400
7147770,151,138
2888865,40,1332
33432301,28,412
245238,227,25657
42415283,16,172
12902,12624,232091
3881,15646,312509
19394,328,38827
1996803,262,12925
1260561,709,26062
917137,271,5409
52972,597,27837
10515650,45,4612
60172576,4,1
1557314,18,301
66699756,43,3014
144414,288,5797
10005158,623,7850
40814213,11,9013
69109979,18,9112
93058105,0,23
1147000,252,8795
2465968,42,854
4832201,27,1569
10496448,219,25726
143448,139,7581
13755,323,19288
1457702,15,10470
2937325,145,3044
3178910,1967,113978
74677909,8,10
35486851,5,65
76302249,1,2
13048091,160,21029
2909349,356,163429
2467404,18,2466
2045607,98,122
74675845,26,8244
93641815,5,76
2505051,49,4968
26253911,11,1602
9502542,281,10415
813581,303,8026
12951519,43,22394
249004,769,2100
33260191,21,2902
973957,91,4439
90912229,16,105
60358522,3,35
2787112,11,259
16199754,9,10177
18043902,18,318
90538923,1,90
157262,6436,25652
67537118,6,544
74283888,15,115
88225232,10,3
76227652,83,1360
3295320,42,190344
163566,3264,18027
142596,60,1082
78631,928,9171
42686769,9,164
19176921,2,39
7917,8007,98746
1138689,4302,10853
69386044,2,75
74434793,2,1237
126600,1741,11686
26531259,1462,16875
3279188,7,126
3143455,6427,72867
2971337,205,1695
13994355,8,37
15579078,23,63
73067184,19,201
74238915,7,446
71300779,17,269
22167,493,22972
450279,145,4104
30599146,2,70
10017534,22,1035
9322302,85,1938
5848,10036,113668
3536644,8,145
2055594,24,208
3898242,10,37
18788317,5,504
73578,88,1965
3523887,600,47230
1862569,12,2132
3158134,324,11223
165078,8361,74984
18900226,2,79
2681180,289,8623
1291555,276,2127
72272769,20,839
7122557,35,232
40798255,18,1116
74548154,73,97
5061336,331,22637
444599,453,20379
6647752,18,7243
69793,121,23909
1878126,84,984
165461,4350,53437
3706348,14,588
15695797,92,1508
89521965,4,12
1965562,77,471
102211,135,1558
3313008,6,9543
27510668,111,1123
63267,272,7396
12977219,2,2060
18195942,44,3743
67566886,27,1358
2169454,27,583
39197750,683,18981
331670,414,20229
6234,4183,32298
64563366,4,386
1205053,75,1198
528424,33,747
17419,3588,27888
15644899,2,25
3719102,35,662
96632578,0,2
18021555,48,13382
1208213,143,18776
28483008,10,381
68496728,79,1691
96468389,5,145
528422,201,1771
628213,434,2767
28987629,2,510
25042958,20,2131
2749736,218,7573
2575850,20,11799
1162405,903,19496
85738,261,19529
6870363,1075,1494
82792265,70,81
78451299,21,17148
1239251,21,698
138192,35,2104
42221,5741,112280
10682123,66,13130
10514179,20,2921
96104044,1,106
302387,440,116674
69552807,7,4785
2343688,49,3042
912358,41,1242
81675397,128,3398
2925555,143,15232
96403464,1,150
1259,85446,1919122
79836770,10,1850
64595377,19,279
88935532,7,235
18813,610,21850
13617646,32,1819
90906967,7,732
847311,1820,58473
11370,11846,258377
84025208,9,2096
3777778,217,17624
1946459,75,79851
102534,336,1996
71036906,24,11890
53265880,13,1168
11040795,109,11609
98516997,0,2
33299676,2,418
53265404,52,315
1931371,169,16725
9640,4269,24678
1281,24047,411989
35594754,54,369
1889643,72,12135
14542824,98,24844
426121,89,13462
5461,10200,142049
70261721,47,11365
8288,5518,87083
11494547,68,99648
3643,3455,197627
7602005,50,8547
18312164,184,34695
33055,285,77547
22085,132,44604
15101724,223,18143
2857634,4298,695351
28169,3487,19315
1940473,351,6051
9219414,15,299
996271,27,15795
2180169,3231,36403
34747223,24,2015
77224,1941,98547
163732,2727,140222
83546,255,12042
451961,189,159969
90639,570,272034
1458905,142,2873
3589,79930,544770
379207,194,6049
33227880,372,12528
421728,199,2096
73414,1839,32713
31398220,16,424
7587729,539,21018
89490424,2,108
65501986,7,4256
68428,745,8478
1732887,299,4330
5352294,186,56933
71305857,6,274
6587396,318,55877
320132,146,18350
67080514,14,1107
15506,12256,689092
7590279,7,658
165444,4658,328323
313431,361,47789
65448818,79,2021
81954233,34,498
4221934,3392,45211
48024,6664,80643
25170550,7,242
349014,978,25611
4399,21347,130539
89801388,5,15
1406,93870,3606341
2305,15765,343273
10341654,1256,12383
71575605,2746,28615
3335,24292,135402
4564,17670,95634
9117,10357,265828
34821,2113,7012
1248,123391,19405390
85123,1503,25678
26283799,2369,18183
12192,5613,72060
80911138,8001,35764
84491389,171,1865
25179038,126,37163
3558,16831,437864
8737,4327,44166
9308035,2480,6308800
1767,34756,520217
24518,2486,266148
741062,93,2725
79988879,4274,23487
2612,3468,80130
17882,2443,12104
999245,215,1288
65878041,1030,12662
1339209,9251,101776
71316538,7962,84671
163993,14311,561603
455602,417,14164
3025562,359,15689
3254263,3181,254632
708393,964,38230
96180361,4,174
162787,14236,284452
164885,3091,26983
64865352,272,11724
585138,1551,19160
1399,99075,3754107
15916,3780,18823
7886,5841,168768
6265,11726,130775
82385,1772,25489
1557409,5635,82182
16279,8911,70475
3810572,15,135
17763,11869,303235
52160128,2,132
9813,1431,15840
14617392,2,1340
108854,1038,12621
27964,954,30066
2609,2729,37037
6281,10441,229130
24795036,2276,61495
22505,3685,141860
15142330,2772,73785
1051903,2923,61981
71001279,142,3948
12273,3599,49376
56119363,93,621
11518813,1,661
90409926,9,463
1098181,71,938
3135,14484,458682
3112877,1536,29288
49648429,84,105
413275,50,28589
19100519,158,683
40900877,3859,26784
34583,4732,44060
3677,39710,231927
283666,14,630
6963,5862,76641
11758,10053,142685
98106539,1,2
2497653,7331,490994
37871,646,5829
2678,73842,2361990
67098,520,5437
114485,1695,49430
623716,549,4210
3543771,1532,50034
100302,3021,95567
7586104,819,46549
68235865,0,1745
269675,2367,33673
7801,1010,80089
1382996,2300,39996
56307735,3,10
13550,4587,53586
29356794,212,6461
5243263,1284,24747
243836,574,4465
698629,836,10477
77633193,1074,11690
5351,3767,59188
10831504,3376,25855
220336,75250,1235615
22241,1709,36015
8017,6113,159079
11553382,275,18888
166471,4802,131355
2155460,4696,13827
18979802,14,252
19807,2184,12889
8058,182,83225
165648,1066,53636
2382849,940,2939
29497,945,13654
36141,1033,9429
18334050,964,7340
15677,13914,122070
10682189,13,309
9062,34710,183985
167024,10583,315855
11266342,1655,11730
13188,2469,93936
10515,1394,11409
121082,2799,42138
1096036,1626,8208
10440912,1487,149417
383161,3243,20165
82153,2168,38823
6867,11831,213051
2871879,470,38438
2516,33846,704653
27221116,1,11
162243,669,56041
4827450,32,8662
41255,88,19402
228650,253,156843
1476197,17,1052
9251256,2065,97307
7466,8177,183112
5775,5516,166491
167757,73,34920
95985,178,6449
82291209,282,5167
2564997,4669,99217
3591568,398,53995
3619383,631,28140
55787,4253,238169
35446044,1272,6395
377671,1746,14778
21337,11211,143084
18954974,968,16222
28974109,12215,133653
39065,1113,18605
18777798,645,18089
86265278,2453,22051
33173633,12,56
3509022,799,22890
166391,1978,117054
1038,437314,13423472
1784,35012,3957621
1043,213470,6436671
483347,372,31732
7803233,43,30206
3338050,2322,86636
20296181,2,7
18058364,332,23241
7788794,1640,75045
28779350,2,245
89724899,1565,23024
65361091,311,5287
647285,445,6383
10165687,255,8353
256109,41,88353
18880849,1679,24205
19722,12040,282349
3202422,285,3658
2636280,201,3013
20573,6224,30683
91533096,1,6
166643,8873,227143
40687781,2196,9332
19024424,92,682
90544524,2,8
164711,8099,128413
9703,29347,211960
461365,2169,24214
33457526,567,30397
1258855,1,10366
3731368,633,32581
37251914,54,352
8019,3976,58498
17981957,370,16249
162536,4995,24523
15080,11141,87521
479154,472,10394
16265636,292,3260
7639,8111,137763
41447,695,28230
19192589,725,15800
4857,29072,420802
72513099,190,1117
66727780,58,4712
11419,9424,86803
16178566,222,990
2257863,86,3105
12336,1683,29543
5343,26619,300608
28978143,2607,23561
163920,3290,108370
704813,1783,62823
85320,1217,20885
3831,27171,401455
2454643,11597,319555
82565734,977,2690
5998,20339,242891
2564992,2624,60328
60419691,33,1417
163348,5522,109612
656981,360,6488
202625,95,36153
35529547,2031,7778
8014,1438,18393
550530,996,10786
162755,3148,44766
1552540,3020,41078
2230,8129,112113
1494,13655,378038
16710,1571,16568
3781515,3850,47562
6191,29936,292596
295604,1125,21869
163085,9450,54789
406004,1492,19839
76073934,2,113
2750,2917,60911
17902,2377,81821
167212,1551,177094
6288,911,17611
18353,1829,22968
18109,2453,14822
4249497,445,5697
18176,8877,47663
165918,2631,51207
32478,7817,75173
9460096,1632,6336
56199234,4,75
222632,105,13608
1056303,2008,181085
11490204,706,6100
5970,3466,72278
5670,13738,206735
104895,569,11306
42434665,957,3063
4697690,16,498
2802262,1034,10763
1075291,23718,158024
166707,10693,73819
20551,2417,34472
18617400,12,30933
5872503,362,37689
37857,1057,24949
6016,3710,43913
9732,1876,15965
57654024,361,873
3549,17617,1090724
49042,2882,29074
3534,70170,1496396
822071,1002,6583
61252,235,51245
76500049,1714,23835
299849,3968,144191
1603,65577,2557105
6913,30354,112125
18860134,2148,1967080
4037,13530,187158
333323,3111,90397
81897394,36,8744
295644,1405,30511
8968,2909,115401
23258,1112,33955
3128,47151,625064
3521798,2703,11412
265869,10167,68037
3185967,37,10783
164245,15674,88719
73984720,7,296
4835523,402,21833
96371493,1,62
108340,10905,88514
8403,11826,72659
7783,4606,31932
3450,22943,333997
2459,8916,150385
19337,2345,20988
6643679,103,1632
35504,9262,76717
18617399,1277,25463
12570,4778,13329
11243027,283,11143
3008681,701,13231
104405,2278,66046
35571114,578,9799
166732,9158,84462
12932,2626,48102
1523,148293,1782811
2450045,27,12344
5553,25584,562858
29289303,339,163727
76127808,34,1132
41004,3713,30143
14528,3688,64078
19565,6290,12144
19164401,7,257
1867264,124,774
963770,1638,17614
13920,1929,24133
25076,9365,29627
9210946,1465,21748
16094,1193,16766
4994,8513,104073
35434603,1399,13915
18036,1377,30342
4257,42762,443465
64639449,3318,53639
19180,4658,35715
17233,2408,40106
165303,3375,55183
2432,13732,489750
344707,2987,145664
29016120,10,298
4255,16772,165471
2394593,4383,27226
35640218,600,23417
6250,23503,150055
9652,6843,179444
3398,3505,380201
19698,332,5181
9585,20665,567642
11648,5807,42028
3180238,8069,22941
76252253,32,2650
23499,1211,70345
25856,4968,60134
8684,770,126415
248599,3579,53103
76323347,935,14353
2748,27231,2232000
9229,15322,74536
164006,16523,185150
19349,1266,19912
13670,2279,33002
422503,2170,39656
83075151,890,46012
80092649,1230,54619
11420022,1233,31098
423483,438,48940
581824,4093,51895
139348,170,18789
2811769,2563,62000
81535497,139,405
285027,131,2566
76178721,45,1062
163032,2710,220832
743266,2264,5388
15103,1679,19035
15762,1721,30346
10408914,1169,20651
12890,6957,74349
252398,5218,159478
10180986,397,7899
9812,2599,36921
9216906,1983,45385
81970078,348,1796
95036,3584,115972
111283,150,3197
162954,4577,115476
214560,1826,25978
4881,39294,4522306
5242206,3800,14784
27973,4657,19685
5059324,40,5783
7307355,55,375
25073964,38,247
1342014,202,1759
19117909,4,348
64256270,50,515
16251153,9,103
461301,122,17618
29037477,317,3232
11753,690,20487
93183345,1680,2082
65298298,2,1819
8031,25803,196744
21250,3497,111109
2193256,5366,126607
18923058,2602,67289
5585,13954,246801
10632734,17,131
1815139,14,406
27792,327,25245
1536527,36,253
12606850,9016,60538
2933,6407,270352
80519,184,3451
55853962,66,365
214361,72,36965
11754751,969,64997
13079,3202,29270
74148253,175,8698
321986,2234,72838
2192,44183,4287193
6369906,5,127
27111495,48,493
112386,157,3483
5113,7776,54616
1009,316130,16114398
9682879,9,171
8520024,68,1753
18801226,75,300
7291754,16,81
255406,52,614
2651262,15,501
27241994,27,66
74540132,20,569
90726870,1,416
28131533,954,8873
2620735,22553,336944
400528,6694,300761
21836,1062,1355708
5013440,2465,181476
6192,4906,67753
456189,94,58829
11032952,8,40
28145529,248,2388
6059153,301,1435
246704,1780,34823
17603,4322,26963
884316,23925,421735
162510,4585,83101
1115,112386,3388897
79902774,2187,64494
29579,1430,9974
3889,13962,190330
9240,8487,242367
26167,857,21314
9236263,14,30882
5301959,1344,33438
1384029,9,62
163842,3296,261171
35531936,18,102
2774891,763,60566
10490165,1212,22945
545086,718,6040
9643,6670,71946
10032,6696,72233
1703,57305,586552
5204,32484,841009
1326052,332,12123
13033,824,23782
163883,30545,1358090
86041588,848,66561
10001,13289,143104
164200,13076,161854
15168,4579,36034
3894,36267,536816
12095,1742,51979
2692195,68,1021
2918,1780,17515
1068,290488,4383556
3523360,328,13762
2430668,36265,572904
5107,13102,264614
8346,18707,276071
8390,11783,65953
559761,37,3066
3602072,27,1276
164827,1212,138179
25041007,3614,93954
18546466,62,40842
5028465,612,8856
6360,24034,195393
163151,1369,11404
78060358,10,115
1808,88950,674892
28409,1607,27795
6683,3105,40415
2102144,2699,46477
9414302,472,15997
17283,2521,55385
23662,1730,40525
165380,3893,38063
241214,657,118030
20009,9406,210574
42925,1163,12979
79992118,898,30796
2381434,153,15417
973375,735,4627
3015,33391,1315617
5770,6190,119548
79560,4066,26032
206226,4630,95169
4754521,12,76
347410,3613,40936
580089,1013,15639
2018,25797,398315
28154,857,109221
1441,286089,30825659
8336,9145,192909
378234,1545,46601
18287,484,13439
11240,23958,116004
2584494,460,1640
157338,5919,661950
10016224,2400,52686
741253,292,4395
14255,913,39544
324276,3440,17067
16733,7604,91549
37396978,362,9930
166753,4316,161800
1410985,1259,19218
4156,14949,365573
5790,23187,2424078
12701,1987,56404
8062,3523,50120
64726,1434,44465
661629,27,240
3579761,1876,17953
10420321,897,286286
19109,871,15599
61631,4562,23756
53193,482,19669
9221,3274,43253
8221,12785,351674
23714018,2,53
12906613,52,9712
3053638,6,88
59347638,0,422
91455579,25,1732
54116,443,5040
658814,2405,245209
6433967,24,271
1013110,927,6122
3888,13162,83266
2931,4840,54617
261456,4083,116552
165862,1538,20313
380752,892,23599
424952,769,20913
3626,128743,640269
2584496,99,837
9225358,5077,28992
7587370,134,3221
2709,19900,328890
5353,13086,83873
72056711,11,21
81958809,4,5523
3724,17597,1174912
18453,2846,59116
163763,8425,290847
11065927,62,8746
162418,1045,99733
3748,56591,3453134
11180,1991,20813
4111455,234,5066
211166,640,14943
3104354,207,17041
12605993,2098,67253
33266522,652,34040
80157050,77,838
164754,2634,22241
4729,7462,52304
12129,4023,63233
13798,2404,51090
734180,123,1892
30150412,41,150
27176653,49,836
9893,8645,78737
38587,986,15812
4768,4919,43752
165471,1837,14720
2078,22305,1620434
17224,3555,191369
49649167,310,13482
10442082,376,15182
30772606,552,52729
63010,609,11742
2945366,6,220
82160322,19,1009
21667,858,9899
18062,3039,43220
1403,38277,622102
2649,15768,286187
27752,955,12295
2934272,12,765
1505,43440,882482
27127,1231,36034
4101,42599,719032
9527703,82,1243
11695727,49124,732087
2598400,250,12036
73600,4620,33344
4728,10282,272254
2125741,289,1246
15550475,465,1582
2106853,1514,12967
14140,11080,815459
18280,1215,16811
8280,7131,275587
8281,4982,216854
436931,5897,161762
1689,59558,3009671
1016,53495,2060378
12227,3197,101739
6215,5333,40447
4453,21432,141757
2880768,385,22577
1394616,864,13751
79688206,5,527
162479,300554,19028905
166680,7882,256766
10795459,2381,223490
40693052,12,768
41245,1793,10410
17109,5308,40568
1082195,93,27890
16225376,0,0
869141,1355,47049
8366,7917,107906
15596827,197,3862
5355,88383,957336
20441,904,15348
2939816,226,5726
11752085,1808,25273
19368,1454,8404
12709,10500,87341
1392,85434,551449
2476,5944,85919
3308308,997,148959
4822178,87,8968
3690,26043,539039
3240,53065,214679
16038,8114,34493
10887287,565,26595
15739,8475,382570
3783876,11378,208640
9714055,21365,135210
1908,8690,141096
521160,387,8844
2014725,959,165399
27333,2076,153607
629785,460,5043
1675576,582,4469
37016901,487,22935
601919,7397,239018
6979,25983,388020
2780388,1132,29459
6194,8208,48545
3654739,585,4473
1504533,38,723
2248203,4117,63389
79239,103,4510
2164319,296,1155
660180,830,6313
10223966,26,422
209610,4199,109705
10279209,1555,59731
12293,3375,60698
607957,34198,1275350
68463,705,12953
26586,1180,21235
28209,7699,62985
3557082,2127,13817
639802,170,1896
1714,28433,1010047
164113,3926,23902
15494986,543,35821
6078,4187,28576
9937,805,16482
34220,1394,44713
28850513,32,416
34218836,93,1896
24787024,408,13818
165294,3435,17409
157346,2743,66074
2564886,1609,11069
40692536,21,300
164134,3562,93125
227878,2942,19171
814025,3530,371505
143720,1641,44381
10877848,698,3738
911928,2155,9644
28810,854,58380
4030721,747,7201
367977,1176,15349
2681277,3863,276479
3812750,12027,182321
18401,1852,25943
163852,13999,301972
165422,8304,30580
35566147,650,12080
217338,775,10514
26067,7494,27514
6702,10739,193783
2480405,411,9879
1511,39265,2523656
12250,2589,33391
8151492,59,1138
27185258,2138,49167
368844,808,14933
3260,20790,378681
1526,17423,606545
6367266,891,49658
84418,231,4170
41147,1193,13804
5064123,5405,33542
17998520,1978,88045
1627,28191,155523
15656,68083,1791874
71910,427,22698
82315716,5130,84472
493453,822,20025
88016,728,4368
2708254,465,2470
2528,22893,1164229
6470711,12,3261
37768,2022,231946
26630,3109,162309
851980,6118,32679
665858,3129,962102
1916708,1026,145305
1228217,309,3421
24122185,4,61
25017205,1846,24240
15564,61676,11874088
18209861,59,2680
497017,87913,2779664
686294,3921,65030
52143761,14874,267573
4918,17284,263298
110372,1711,22808
2671586,1791,19285
64883,218,1627
1576969,131,4722
56861,225,7080
79696510,7,1307
51716,1629,26573
33282143,121,33060
29331,6592,27515
68177267,5142,56461
162749,17175,164647
3131483,3508,165124
14780375,22,814
53491671,134,19389
732744,297,11930
49644642,52,11127
13637042,25,10096
3196,15378,348586
77301,10158,56692
162912,13702,234940
6104,21471,168036
35498950,148,4525
28439179,195,4971
77049371,991,61701
89877420,7612,17127
1115776,522,26199
65294553,59,45529
298190,680,14383
1618718,36,1016
111485,1005,14652
2087,71765,1662995
14133,1700,35988
162724,3473,90914
24787197,48,4385
2690,5257,59993
8455,5736,29997
15223686,3335,64492
1162908,112,15639
78310268,29,2243
29620,958,9300
4851811,5978,60703
3873058,40,423
649827,429,384732
80646120,6,266
8936,14825,83066
18856871,180,3226
132969,56,16605
15246855,266,22477
9190490,57,1470
21000,171,11321
11204,5465,502846
34638,298,11182
8795,4120,41078
69874217,676,14415
79482021,36,5143
54360562,14,7254
6458462,11,1492
102847,197,31583
3256,41977,98782
407724,145,34636
2324727,82,134434
18154,1516,15907
51701268,214,116999
26873,2626,13497
3676298,40586,121194
1096648,74675,455164
2447993,2127,62904
16249143,2273,17543
2162,32723,585446
75348,2701,15496
1874,27165,559294
1474,13285,127551
10137,2398,49762
22612,1070,11693
80021800,5,7801
1299566,1785,393592
3264,36599,189822
25374,1756,17304
120859,4198,66080
29160,4018,145106
89133,237,12845
2423,24662,691350
12907,7751,42604
31060078,98,81996
15252329,1208,180146
13094,5594,29131
26638644,250,12995
3486,25362,6676240
1110268,15,991
15203,2446,42125
7042786,653,3757
164131,3342,272002
16101,5704,369105
91534,1813,23711
64672598,34,18504
2837787,1476,135020
1121984,526,3927
64981,614,104079
2925665,7,3413
64681939,723,187402
5618,10636,322309
2060607,4,438
8063,3944,52895
1090323,1765,27463
9402,13407,250371
82301960,865,11562
10447496,127,154007
2989624,85,5771
41294,30,27773
4167,66604,288148
35486746,12,1212
68634398,526,6995
90403931,4,1358
921329,160,4296
10055939,411,26234
42875,1053,10120
8323,3598,152909
98116367,8,2097
27157459,3142,50374
124258,1914,21117
10952715,27,35452
35486246,444,16929
83871,1672,31729
13074,10035,42011
35576936,18,1200
64998398,55,682
10462531,106,52879
17639,527,13242
36232,245,136017
20461700,28,66629
2139520,207,16226
888055,109,1257
51063,933,22278
17979297,1032,15512
77129385,23,111
93158430,4021,18166
6481,15936,336469
74475378,17,45094
11713929,1190,32552
165730,6368,408752
13316384,234,26317
2312114,407,11840
33146581,4,6220
18754113,17,14541
77663416,70,1356
1259593,9428,101319
81891901,4,681
4346,2509,152628
13274070,114,7165
66304846,159,2400
10889820,5856,236786
11349,972,12879
73858168,42,441
71719247,8,8431
10150959,23,3772
348981,87,123934
2985,3921,46235
1431,119403,7622608
10282659,11,2584
294502,55,45509
76365076,11,8049
16167895,70,108377
27771,58,29570
1658,15278,139692
82277950,12,8970
1852454,571,15590
71356467,21,25724
11396826,443,4266
7794161,307,35025
32987,1687,378206
1210463,81,15144
81590134,58,985
18639,101,14122
4019848,279,2673
570101,168,8867
50909,23,53995
2489937,1190,32533
545538,192,6510
94401,82,4314
144266,153,2000
2045038,158,2920
164451,8664,28228
2220929,495,59624
14830058,3,72
2157,9376,314931
64940346,16,1056
13186641,213,7143
65299,32,6259
559698,308,5319
35674270,2,198
166714,20205,294544
14507,1121,13876
31827,3050,20205
8479403,238,1328
552829,484,3393
2648,2282,24593
15701441,342,1597
166925,1319,27734
1075106,641,3859
79462541,209,2565
2548108,476,1720
581027,5194,95669
2247,65962,1320196
2541700,625,4464
9401140,2630,19809
63532172,118,605
1104193,437,7180
50170,1131,7615
10854676,2823,40638
644776,666,24406
354870,334,55054
57404291,491,1194
15720708,525,2439
15979299,150,592
6891304,170,482
2925058,1577,9166
585887,2898,75035
78467539,679,7613
28993430,2082,111706
32469,4497,21154
5266489,1860,44086
42134,3090,22299
3109444,811,26074
2982156,132,17474
510681,810,14157
15637586,359,743
6732937,38,361
2928506,1690,9443
24372,1964,8926
13476,13361,386141
10650177,88,22094
34218,1647,10238
40787265,433,1332
24798,2040,21234
33134,279,65183
668353,430,4872
3507064,90,9532
37423105,52,1619
166486,14818,99854
3495423,5421,25320
86001745,5056,314001
13181,2917,22113
17483,1035,21377
166774,4169,26691
22534,2296,28742
40686676,37,720
3681,33260,873618
19327,9365,668650
4057,73265,1792850
36769,1647,4793
2320776,347,2758
64746547,244,1547
1344009,1407,34734
2880,3796,79816
9286,6215,54002
1684870,451,8006
12863,4214,92461
556848,490,9067
1087079,774,6189
25040356,1529,21531
31869,5694,29739
22141,1266,16594
3136318,144,2381
690568,1495,36836
6600327,198,643
12672576,353,84153
16240930,15335,273771
76312,730,21554
15725,365,30029
18040365,715,15841
1366457,413,2880
5062412,768,6847
485573,229,8320
3533175,55,4464
35504188,208,11600
1124924,504,13524
58405028,0,0
4207,16334,148990
225239,715,18343
9392485,4206,81582
893928,375,18586
45091,1038,15431
12965,2697,22293
1974,30802,277897
69478509,18,698
76677145,9,46846
4983419,2273,33365
33295996,723,28882
5067678,437,20173
6617639,223,843
91560546,38,1518
13626,6695,57012
89849744,6664,12947
42744,42,13847
289663,525,9210
3711368,715,3545
19189206,2,2598
162531,104,105782
5386170,10713,94723
157306,9137,804166
44829,1831,50527
2032,5458,47844
82292919,0,1
4465,15385,469378
3032528,6,3372
51626838,585,9046
3710414,977,68698
71721166,20,5544
283807,1936,21836
77222,125,1969
27837,15592,98228
29448,89,16808
71939,147,80020
18527534,15,9346
19637,7046,51291
11033790,37,15258
7684,20395,240897
3693158,683,15809
129849,556,8420
2059,34683,552185
19187612,723,10539
